i,is_skipped,mu,est_mu,p_loss,est_p_loss,e_b,est_e_b,e_gb,est_e_gb,delay,est_delay,jitter,est_jitter,beta,correlation
3,False,0.6,0.5932993094924093,0.01,0.009714,2.5,2.4358074222668,40,39.849158979924034,100,102.22505936221424,1,3.225051608306984,0.2,-0.0622239241939817
4,False,0.6,0.6078560101810984,0.01,0.00993,2.5,2.5126518218623484,40,40.41773002014775,100,102.21631748228867,1,3.216297424880836,0.2,-0.062714466694613
0,False,0.6,0.600920666290802,0.01,0.010282,2.5,2.4992707826932428,40,39.93701316142896,100,100.7356518446422,3,3.7356486269115976,0.2,0.1213263580241681
1,False,0.6,0.5974865509669365,0.01,0.009966,2.5,2.485286783042394,40,39.48811748998665,100,100.7233820767295,3,3.723346962439109,0.2,0.1199093397602987
2,False,0.6,0.5977135008483477,0.01,0.00984,2.5,2.516624040920716,40,39.999459313327925,100,100.72946635436072,3,3.729448643463385,0.2,0.1186784997799305
3,False,0.6,0.6015457199721165,0.01,0.01017,2.5,2.523573200992556,40,40.01532258064516,100,100.73786670311132,3,3.7378474388374334,0.2,0.1204867687052107
4,False,0.6,0.6010415572027904,0.01,0.010328,2.5,2.520253782332845,40,39.7456902311907,100,100.734424981558,3,3.7344135462322328,0.2,0.1215604436317729
0,False,0.6,0.6029010394044384,0.01,0.01001,2.5,2.476496783770411,40,39.35034282700422,100,99.92812164072674,5,5.071878359273256,0.2,0.1849921353606274
1,False,0.6,0.5968865748688266,0.01,0.009708,2.5,2.4714867617107945,40,40.03603359523164,100,99.89696594219028,5,5.103034057809722,0.2,0.1829707762218678
2,False,0.6,0.5954261987850588,0.01,0.009664,2.5,2.495867768595041,40,39.95609161132945,100,99.884718956765,5,5.115281043234987,0.2,0.1831108408196504
3,False,0.6,0.5959380442644878,0.01,0.010132,2.5,2.5254237288135597,40,39.16998671978752,100,99.88372846020938,5,5.116271539790617,0.2,0.1876830159839175
4,False,0.6,0.6035813528927089,0.01,0.009648,2.5,2.4612244897959186,40,40.263909470564464,100,99.92850527836708,5,5.071494721632931,0.2,0.1817287263484239
0,False,0.6,0.5982598647728673,0.01,0.009962,2.5,2.505533199195171,40,39.91239892183288,100,99.82628121687276,10,10.173718783127228,0.2,0.1602606625223405
1,False,0.6,0.5971680979711234,0.01,0.009994,2.5,2.5288461538461537,40,39.881273610361575,100,99.82046566440084,10,10.179534335599172,0.2,0.1604293667116498
2,False,0.6,0.6008154046010963,0.01,0.010062,2.5,2.483218163869694,40,39.62491672218521,100,99.87269274109646,10,10.127307258903542,0.2,0.1601966193074582
3,False,0.6,0.5980413145691619,0.01,0.009744,2.5,2.4907975460122698,40,40.341553133514985,100,99.83391490129696,10,10.16608509870305,0.2,0.1581584815182687
4,False,0.6,0.5950895336975953,0.01,0.00987,2.5,2.471206810215323,40,39.64580810119769,100,99.79242176081084,10,10.20757823918916,0.2,0.1597466478779109
0,False,0.6,0.593543920275974,0.01,0.009182,5.0,4.802301255230126,20,19.668695652173916,10,9.90689274754334,1,1.09310725245666,0.2,0.2037149705760715
1,False,0.6,0.5980440483068755,0.01,0.009996,5.0,4.983050847457627,20,19.79624180821185,10,9.91221159521834,1,1.0877884047816604,0.2,0.2115723550399486
2,False,0.6,0.5997144495783385,0.01,0.009632,5.0,4.995850622406639,20,19.8415848199372,10,9.912833244232322,1,1.0871667557676776,0.2,0.2074967325654861
3,False,0.6,0.5946432286039152,0.01,0.009702,5.0,4.970286885245901,20,19.798076923076923,10,9.907587238048656,1,1.0924127619513442,0.2,0.2096557583257413
4,False,0.6,0.5982451674424618,0.01,0.010048,5.0,5.126530612244898,20,19.944567926180373,10,9.913953604529649,1,1.0860463954703512,0.2,0.2113173036512015
0,False,0.6,0.6036614557346849,0.01,0.009902,5.0,5.16266944734098,20,20.15933621154884,10,9.815116403376637,3,3.1848835966233637,0.2,0.1608311356114427
1,False,0.6,0.5982693111785773,0.01,0.009874,5.0,5.048057259713701,20,19.981177899210685,10,9.800479917959803,3,3.199520082040197,0.2,0.1608489736848727
2,False,0.6,0.5987887504898732,0.01,0.009948,5.0,5.060020345879959,20,20.005129243436592,10,9.796755280806869,3,3.2032447191931315,0.2,0.161927928025883
3,False,0.6,0.5992079519843609,0.01,0.009656,5.0,5.141640042598509,20,20.07381097354712,10,9.79426737645562,3,3.20573262354438,0.2,0.1598768685267821
4,False,0.6,0.6013187933101873,0.01,0.010914,5.0,5.262295081967213,20,20.08903600621496,10,9.808427544275489,3,3.1915724557245118,0.2,0.1690626188060196
0,False,0.6,0.6056897262433015,0.01,0.010216,5.0,5.05242334322453,20,20.424570727718724,10,9.865940570608666,5,5.134059429391334,0.2,0.1550454668357785
1,False,0.6,0.6009919565090078,0.01,0.009634,5.0,4.793034825870647,20,19.99737938449133,10,9.82874734392338,5,5.17125265607662,0.2,0.1515340647603595
2,False,0.6,0.6010455636266675,0.01,0.009912,5.0,5.125129265770424,20,20.146523122757127,10,9.823970687912366,5,5.176029312087634,0.2,0.1541169327374503
3,False,0.6,0.5972375913735309,0.01,0.00956,5.0,4.973985431841832,20,19.973257698541328,10,9.802338227940211,5,5.197661772059787,0.2,0.1516674024209085
4,False,0.6,0.599322899412587,0.01,0.009896,5.0,5.170323928944619,20,19.974148377541404,10,9.817623697412264,5,5.182376302587736,0.2,0.1539552790053885
0,False,0.6,0.5994145490027333,0.01,0.009994,5.0,4.8798828125,20,20.065733414485692,10,9.888445671953692,10,10.111554328046308,0.2,0.150653041186893
1,False,0.6,0.5989729479666026,0.01,0.009982,5.0,4.8740234375,20,19.68510158013544,10,9.868641125208166,10,10.131358874791834,0.2,0.1509595242393204
2,False,0.6,0.6015006589639308,0.01,0.010568,5.0,5.200787401574803,20,20.01425881086898,10,9.896143772137982,10,10.103856227862018,0.2,0.155260852116365
3,False,0.6,0.6013457536018105,0.01,0.01022,5.0,5.161616161616162,20,20.05120603692225,10,9.898183063853978,10,10.101816936146022,0.2,0.1524820682150802
4,False,0.6,0.599210767188444,0.01,0.010178,5.0,5.058648111332008,20,19.971445888612028,10,9.882428322200033,10,10.117571677799967,0.2,0.1521434968178695
0,False,0.6,0.5979894528009817,0.01,0.009026,5.0,4.785790031813361,20,19.99568092860035,25,25.02987030537793,1,1.0298541530680936,0.2,0.2056615806167014
1,False,0.6,0.6006671812300219,0.01,0.010164,5.0,5.201637666325486,20,20.0974175229854,25,25.03050390540727,1,1.0305018695224248,0.2,0.2185103036056029
2,False,0.6,0.599898645647416,0.01,0.009416,5.0,4.813905930470348,20,20.191980971797484,25,25.029832413576383,1,1.0298288975611456,0.2,0.2102200496850701
3,False,0.6,0.5999308835387628,0.01,0.010366,5.0,5.051656920077972,20,20.02941771810269,25,25.027993380475653,1,1.0279929565784798,0.2,0.221086788419266
4,False,0.6,0.600704393264012,0.01,0.010212,5.0,5.189024390243903,20,20.15081678302718,25,25.030896366384653,1,1.0308770739232145,0.2,0.2187069760669154
0,False,0.6,0.6032838511978396,0.01,0.010552,5.0,5.1423001949317735,20,20.115859001145783,25,24.735620930847556,3,3.2643790691524472,0.2,0.177841350039719
1,False,0.6,0.5973981873014076,0.01,0.010536,5.0,5.174852652259332,20,19.791870354248974,25,24.721605718375717,3,3.278394281624287,0.2,0.1777915368590353
2,False,0.6,0.6018912462719267,0.01,0.009542,5.0,4.8634046890927625,20,20.18377573131094,25,24.730312750514315,3,3.269687249485685,0.2,0.1691489525118936
3,False,0.6,0.6032779728230222,0.01,0.010486,5.0,5.036503362151777,20,20.01851106639839,25,24.73171087725067,3,3.26828912274933,0.2,0.1774196180286343
4,False,0.6,0.6050894677190933,0.01,0.010034,5.0,5.188210961737332,20,20.135058823529413,25,24.7376638138608,3,3.2623361861392013,0.2,0.1735084827658618
0,False,0.6,0.6039820237070446,0.01,0.010252,5.0,4.971871968962173,20,19.94761078483716,25,24.787142997353644,5,5.212857002646356,0.2,0.1617732509834892
1,False,0.6,0.6018569760818895,0.01,0.009788,5.0,4.898898898898899,20,20.106815114709853,25,24.76537067760618,5,5.234629322393818,0.2,0.1587710159303654
2,False,0.6,0.5968538662721368,0.01,0.010468,5.0,5.013409961685824,20,19.865657584931046,25,24.731232853161124,5,5.268767146838876,0.2,0.1651975158694308
3,False,0.6,0.5976409361966707,0.01,0.009268,5.0,4.762589928057554,20,19.84522053894624,25,24.74025401634124,5,5.259745983658764,0.2,0.1549633960260725
4,False,0.6,0.6025475854882939,0.01,0.009572,5.0,4.949327817993796,20,20.268305936693384,25,24.77085658088767,5,5.229143419112329,0.2,0.1567640895404482
0,False,0.6,0.6023492339235035,0.01,0.00989,5.0,4.905753968253968,20,20.013154362416103,25,24.8733311517756,10,10.126668848224398,0.2,0.1515040129155482
1,False,0.6,0.5975082855064263,0.01,0.01032,5.0,5.154845154845155,20,19.83171238849017,25,24.823640991509013,10,10.176359008490987,0.2,0.1551861241491332
2,False,0.6,0.6002512517142274,0.01,0.009758,5.0,4.983656792645557,20,19.950124186077733,25,24.8581170258704,10,10.141882974129604,0.2,0.1503509130467697
3,False,0.6,0.6039236682863752,0.01,0.01011,5.0,5.0148809523809526,20,20.11094664603377,25,24.913230411156302,10,10.086769588843694,0.2,0.1523517010601688
4,False,0.6,0.5972048773193335,0.01,0.010276,5.0,5.012682926829268,20,19.768160535117055,25,24.824517855721844,10,10.175482144278156,0.2,0.1546621804507744
0,False,0.6,0.6015231040464646,0.01,0.009654,5.0,4.793445878848064,20,19.993153443415224,50,50.87497155962552,1,1.8749693784650248,0.2,0.0139295917270491
1,False,0.6,0.6018674555160861,0.01,0.010204,5.0,5.248971193415638,20,20.15038560411311,50,50.87546961612546,1,1.8754550310782108,0.2,0.0142572834015472
2,False,0.6,0.6015573528639044,0.01,0.010372,5.0,5.134653465346535,20,20.083597598002832,50,50.87762185525479,1,1.8776211805650287,0.2,0.0141254247209012
3,False,0.6,0.6013139988935596,0.01,0.009436,5.0,4.848920863309353,20,20.187080593777537,50,50.880379267724734,1,1.880378202039516,0.2,0.0131434292479422
4,False,0.6,0.5997584721546263,0.01,0.009638,5.0,4.867676767676768,20,20.03163361661945,50,50.87849257599022,1,1.8784918536334845,0.2,0.0135080423367111
0,False,0.6,0.5995831641957432,0.01,0.009682,5.0,4.860441767068273,20,19.918752096611875,50,49.89284268801012,3,3.10715731198988,0.2,0.1997475070489139
1,False,0.6,0.6016383869123034,0.01,0.010246,5.0,4.940212150433944,20,20.05638262041091,50,49.9005370422726,3,3.099462957727397,0.2,0.2048629098139134
2,False,0.6,0.5993022067157048,0.01,0.010022,5.0,5.077001013171226,20,19.973606248316724,50,49.89686355089295,3,3.103136449107048,0.2,0.202798915232659
3,False,0.6,0.6041536981495105,0.01,0.010424,5.0,4.97803247373448,20,20.16377740303541,50,49.91165436599786,3,3.0883456340021382,0.2,0.2059466204605261
4,False,0.6,0.5946630496743494,0.01,0.010596,5.0,4.9793233082706765,20,19.71326140856396,50,49.8912002707006,3,3.108799729299399,0.2,0.2080764501002457
0,False,0.6,0.6010982081866428,0.01,0.010388,5.0,5.188811188811189,20,20.08963188112124,50,49.81676307847557,5,5.183236921524426,0.2,0.1763320748967904
1,False,0.6,0.6031382118090975,0.01,0.009882,5.0,4.960843373493976,20,20.20359970228026,50,49.83637389639448,5,5.163626103605523,0.2,0.1713092568665036
2,False,0.6,0.5952364604243323,0.01,0.009644,5.0,4.807577268195414,20,19.73010241649374,50,49.77651911204856,5,5.223480887951446,0.2,0.1710972449519939
3,False,0.6,0.6025285042781678,0.01,0.010324,5.0,5.151696606786427,20,20.10343200053941,50,49.82791153284944,5,5.172088467150559,0.2,0.1755743789479548
4,False,0.6,0.597879301987397,0.01,0.00976,5.0,4.812623274161735,20,20.111556491609484,50,49.80084104790518,5,5.19915895209482,0.2,0.1712647481082012
0,False,0.6,0.6018928324582571,0.01,0.010372,5.0,5.104330708661418,20,19.93073679983939,50,49.835828029867,10,10.164171970133005,0.2,0.1568861870267131
1,False,0.6,0.6006459796954725,0.01,0.009876,5.0,4.992922143579373,20,19.931429720490648,50,49.80223719922131,10,10.19776280077869,0.2,0.1536622196034595
2,False,0.6,0.6028106015762158,0.01,0.010034,5.0,5.083080040526849,20,20.24843919652552,50,49.83704626703429,10,10.162953732965711,0.2,0.15458644107292
3,False,0.6,0.5985384062244988,0.01,0.009848,5.0,4.973737373737373,20,20.01634693326128,50,49.77718634752181,10,10.222813652478187,0.2,0.1536760965967595
4,False,0.6,0.5968611569179034,0.01,0.010336,5.0,4.959692898272553,20,19.92753525403144,50,49.76560381810998,10,10.23439618189002,0.2,0.1575283862546501
0,False,0.6,0.6015698954681328,0.01,0.009106,5.0,4.617647058823529,20,20.106995884773664,100,102.22096855596408,1,3.2209582273187465,0.2,-0.0601449318395775
1,False,0.6,0.595819131923692,0.01,0.009488,5.0,4.96234309623431,20,19.820190757657173,100,102.2305884883536,1,3.230587415610671,0.2,-0.0618306292100831
2,False,0.6,0.5940557045311714,0.01,0.010278,5.0,5.1338661338661336,20,19.699457213696977,100,102.22029984446544,1,3.220296229580782,0.2,-0.0638769715517608
3,False,0.6,0.597971792525807,0.01,0.009766,5.0,4.829871414441147,20,19.87153500234915,100,102.2198211141137,1,3.2198181660546368,0.2,-0.0622364439640496
4,False,0.6,0.5938248371503224,0.01,0.009516,5.0,4.920372285418821,20,19.69904213276174,100,102.21667025913015,1,3.2166654218790995,0.2,-0.0611249394386241
0,False,0.6,0.600635856235933,0.01,0.00921,5.0,4.651515151515151,20,20.029079159935375,100,100.73808312918992,3,3.738080748719824,0.2,0.1145365256722414
1,False,0.6,0.6025523162188866,0.01,0.010154,5.0,4.997047244094488,20,20.198929829314547,100,100.7361185462782,3,3.7361138863592487,0.2,0.1204404109425288
2,False,0.6,0.6021453461946367,0.01,0.00995,5.0,4.911154985192497,20,20.208610169491525,100,100.73768792976044,3,3.737673335429818,0.2,0.1191872235133426
3,False,0.6,0.5967801572340387,0.01,0.010138,5.0,4.964740450538687,20,19.84313066845818,100,100.73143280769511,3,3.731428167636608,0.2,0.1203601561806003
4,False,0.6,0.5999898978674398,0.01,0.01011,5.0,5.075301204819277,20,20.150776955961184,100,100.7408026832248,3,3.740800864871659,0.2,0.1200486807413197
0,False,0.6,0.596591413917047,0.01,0.00956,5.0,4.7047244094488185,20,19.89789870689655,100,99.89564348665488,5,5.104356513345124,0.2,0.1817645242993915
1,False,0.6,0.5968826930494718,0.01,0.009658,5.0,4.882709807886754,20,19.967504391298476,100,99.8952878468948,5,5.104712153105211,0.2,0.182877942086524
2,False,0.6,0.5985888195748289,0.01,0.00934,5.0,4.941798941798941,20,19.841999598474203,100,99.90374234791368,5,5.096257652086322,0.2,0.1793328396030563
3,False,0.6,0.6053109405456119,0.01,0.010872,5.0,5.30859375,20,20.26021927449919,100,99.93140941379696,5,5.06859058620303,0.2,0.1931505022315702
4,False,0.6,0.5981648559615924,0.01,0.009778,5.0,4.948380566801619,20,20.03910954733067,100,99.89932279085104,5,5.100677209148955,0.2,0.1835965364528819
0,False,0.6,0.6050860436876039,0.01,0.010154,5.0,5.021760633036598,20,20.234527027027028,100,99.91495473543002,10,10.085045264569985,0.2,0.1606424474284066
1,False,0.6,0.5982196637412125,0.01,0.010524,5.0,5.138671875,20,20.028557894024495,100,99.82834132421968,10,10.171658675780307,0.2,0.1646470208396548
2,False,0.6,0.6041078518087715,0.01,0.009604,5.0,4.586437440305635,20,20.217138609177532,100,99.90206313952098,10,10.097936860479024,0.2,0.1563187954009586
3,False,0.6,0.6008326885821467,0.01,0.009954,5.0,4.99197592778335,20,20.04353393085788,100,99.8501412334104,10,10.149858766589604,0.2,0.1601849279059801
4,False,0.6,0.5986870137134572,0.01,0.009586,5.0,4.85612968591692,20,20.15869993880465,100,99.85957164530552,10,10.140428354694492,0.2,0.1562265941874266
0,False,0.6,0.6007645973639172,0.01,0.010198,5.0,5.078685258964144,30,30.117402755267424,10,9.916760516669246,1,1.083239483330754,0.2,0.2124102475664114
1,False,0.6,0.5968558056139982,0.01,0.009476,5.0,4.971668415529906,30,29.876692945219325,10,9.91115883630889,1,1.0888411636911108,0.2,0.2063382854053979
2,False,0.6,0.6055928971902215,0.01,0.009744,5.0,4.991803278688525,30,30.48144759581173,10,9.918532403617146,1,1.0814675963828542,0.2,0.2079918850519676
3,False,0.6,0.5988581979648773,0.01,0.009986,5.0,5.069035532994924,30,29.92821807168097,10,9.91253878825882,1,1.0874612117411786,0.2,0.2114572844296544
4,False,0.6,0.5994403418561658,0.01,0.01011,5.0,4.946183953033268,30,29.830082445204106,10,9.914479577510114,1,1.0855204224898856,0.2,0.2121268151546105
0,False,0.6,0.6010185796853756,0.01,0.009994,5.0,4.884652981427175,30,29.649790711580625,10,9.808833586374268,3,3.191166413625732,0.2,0.1616815587271224
1,False,0.6,0.5962104395704276,0.01,0.009806,5.0,5.091381100726895,30,29.91911615649706,10,9.7873450602939,3,3.2126549397061,0.2,0.161087932789189
2,False,0.6,0.603334276360991,0.01,0.01028,5.0,5.094152626362735,30,30.04891304347826,10,9.813781909245442,3,3.186218090754558,0.2,0.1638809887621191
3,False,0.6,0.5930630910875809,0.01,0.009876,5.0,5.049079754601227,30,29.363236323632364,10,9.772090187077785,3,3.2279098129222152,0.2,0.1626267249590423
4,False,0.6,0.5992689647643442,0.01,0.010718,5.0,4.894063926940639,30,29.553639082751744,10,9.803112545935692,3,3.196887454064308,0.2,0.1675768406632592
0,False,0.6,0.6021532313622653,0.01,0.010046,5.0,4.963438735177865,30,30.311400386453776,10,9.834997675309118,5,5.165002324690882,0.2,0.1548285951198739
1,False,0.6,0.5988457824802951,0.01,0.009892,5.0,5.098969072164948,30,30.131212521597725,10,9.81111616906902,5,5.18888383093098,0.2,0.1542172637041012
2,False,0.6,0.5955896029955278,0.01,0.010792,5.0,5.290196078431372,30,29.60613065326633,10,9.794805845296407,5,5.205194154703591,0.2,0.1614964927700529
3,False,0.6,0.5980040589928522,0.01,0.010592,5.0,5.029439696106363,30,29.47444455514596,10,9.817472459535836,5,5.182527540464164,0.2,0.1590905282747902
4,False,0.6,0.5971587729099443,0.01,0.010146,5.0,4.882579403272377,30,29.793346774193548,10,9.79702701962521,5,5.20297298037479,0.2,0.1566040638500578
0,False,0.6,0.5997959863856261,0.01,0.00987,5.0,4.969788519637462,30,30.017994338859683,10,9.882910320263743,10,10.117089679736257,0.2,0.1498796838253921
1,False,0.6,0.6017912149215359,0.01,0.010504,5.0,5.1439764936336925,30,29.59886668654936,10,9.905050536238264,10,10.094949463761736,0.2,0.1545235124711734
2,False,0.6,0.5949606375544794,0.01,0.009716,5.0,4.872617853560682,30,29.675632114435377,10,9.825316400244317,10,10.174683599755683,0.2,0.1492434328080429
3,False,0.6,0.5986787862131402,0.01,0.010304,5.0,5.006802721088436,30,29.69677225340818,10,9.88200243432216,10,10.11799756567784,0.2,0.1529988903156586
4,False,0.6,0.5928088816732697,0.01,0.009556,5.0,4.76370887337986,30,29.671720234485548,10,9.796133405232956,10,10.203866594767044,0.2,0.1482054478333043
0,False,0.6,0.6023268592854171,0.01,0.009996,5.0,4.998,30,30.576658804225207,25,25.02742812321488,1,1.0274276834698917,0.2,0.2178172080391378
1,False,0.6,0.6011872267983291,0.01,0.010804,5.0,5.2497570456754135,30,30.08661337650511,25,25.027844949757714,1,1.0278415193506305,0.2,0.2260105946288186
2,False,0.6,0.6049928416954581,0.01,0.009542,5.0,4.938923395445134,30,30.300364077669904,25,25.0296611825692,1,1.0296610255376957,0.2,0.2122717653581936
3,False,0.6,0.5969758093011329,0.01,0.009454,5.0,4.888314374353671,30,29.74806318543113,25,25.027644605822992,1,1.0276384604612048,0.2,0.2116578508896147
4,False,0.6,0.6006598792982569,0.01,0.010122,5.0,4.843062200956938,30,29.82743052071837,25,25.029518979288355,1,1.029507091058889,0.2,0.218321171922246
0,False,0.6,0.594509461849725,0.01,0.009496,5.0,4.859774820880245,30,29.537720706260032,25,24.70614494902178,3,3.29385505097822,0.2,0.1695489111373037
1,False,0.6,0.6004605130276712,0.01,0.0098,5.0,4.827586206896552,30,30.258320610687026,25,24.72289052468713,3,3.277109475312866,0.2,0.1718513098345028
2,False,0.6,0.6004892800795131,0.01,0.009974,5.0,4.8090646094503375,30,29.79949874686717,25,24.72131765152469,3,3.2786823484753143,0.2,0.1735400342695435
3,False,0.6,0.596777221716406,0.01,0.009302,5.0,4.693239152371342,30,30.005379618351604,25,24.70651735454453,3,3.293482645455469,0.2,0.168382187062826
4,False,0.6,0.601003480266706,0.01,0.009846,5.0,4.947738693467337,30,29.9791435768262,25,24.727881011405834,3,3.272118988594165,0.2,0.1719584329102012
0,False,0.6,0.600780173650251,0.01,0.009964,5.0,5.277542372881356,30,30.39625919869174,25,24.762302168495463,5,5.237697831504537,0.2,0.1602331681819038
1,False,0.6,0.5958350243199205,0.01,0.009454,5.0,5.018046709129512,30,30.03266843069408,25,24.727639834764627,5,5.272360165235373,0.2,0.1568893659457324
2,False,0.6,0.5992738962051183,0.01,0.009508,5.0,4.865916069600819,30,29.7890193716752,25,24.75546145222339,5,5.24453854777661,0.2,0.1564821247052478
3,False,0.6,0.6020225286659595,0.01,0.01015,5.0,5.024752475247524,30,30.51577222449816,25,24.760419710882697,5,5.239580289117303,0.2,0.1620907522967395
4,False,0.6,0.5934765346388615,0.01,0.010158,5.0,5.1985670419652,30,29.64812758655496,25,24.720293592441937,5,5.279706407558063,0.2,0.1626617942114493
0,False,0.6,0.5975278915164945,0.01,0.009914,5.0,4.927435387673956,30,29.912225705329156,25,24.826091683839728,10,10.173908316160272,0.2,0.1519655053472956
1,False,0.6,0.5988623302433911,0.01,0.009906,5.0,5.0696008188331625,30,30.165343915343914,25,24.842202835861997,10,10.157797164138008,0.2,0.1517096430781843
2,False,0.6,0.6020916807600528,0.01,0.010174,5.0,5.217435897435897,30,30.13277378905855,25,24.870458412449484,10,10.129541587550516,0.2,0.1536777226722288
3,False,0.6,0.5994934182753195,0.01,0.009834,5.0,5.079545454545454,30,29.916238282431205,25,24.83982178832908,10,10.16017821167092,0.2,0.1514190019032822
4,False,0.6,0.594778589593509,0.01,0.00908,5.0,4.743991640543364,30,29.35441777069429,25,24.77802582352407,10,10.221974176475928,0.2,0.1459521001691007
0,False,0.6,0.593078120488836,0.01,0.009402,5.0,4.758097165991903,30,29.80730593607306,50,50.87623486048118,1,1.8762343180993355,0.2,0.0135487476550557
1,False,0.6,0.5970648675189584,0.01,0.010198,5.0,5.124623115577889,30,29.64365971107544,50,50.87950222600879,1,1.879493779397912,0.2,0.0137882826001918
2,False,0.6,0.6008363617254356,0.01,0.010476,5.0,5.186138613861386,30,29.87948537541461,50,50.88355401571452,1,1.8835517385500251,0.2,0.0135103985694108
3,False,0.6,0.6008852702659042,0.01,0.009568,5.0,4.746031746031746,30,30.13652015393964,50,50.87771933873409,1,1.8777157510834288,0.2,0.0135405288036568
4,False,0.6,0.6015521816573568,0.01,0.009652,5.0,4.850251256281407,30,29.78134373125375,50,50.879292534667606,1,1.8792750142752084,0.2,0.0134343973476125
0,False,0.6,0.6045840352599451,0.01,0.009868,5.0,4.973790322580645,30,30.300566916379832,50,49.90170303121124,3,3.098296968788759,0.2,0.2017170671911429
1,False,0.6,0.6034777230474443,0.01,0.010502,5.0,5.235294117647059,30,30.28093306288033,50,49.90949835426351,3,3.090501645736488,0.2,0.206521134207898
2,False,0.6,0.6037034417965632,0.01,0.01011,5.0,4.99505928853755,30,30.0,50,49.90752393696154,3,3.092476063038461,0.2,0.2034567354276982
3,False,0.6,0.6022678366850467,0.01,0.010158,5.0,5.084084084084084,30,29.903190208667738,50,49.90147434760546,3,3.0985256523945424,0.2,0.2043074040048653
4,False,0.6,0.6037978777160182,0.01,0.0105,5.0,4.906542056074766,30,30.26023095623987,50,49.90443558714082,3,3.095564412859176,0.2,0.2076663107360367
0,False,0.6,0.5935690993710437,0.01,0.00947,5.0,4.922037422037422,30,29.512498745105912,50,49.766349048184885,5,5.233650951815115,0.2,0.1699996887182063
1,False,0.6,0.6041424254177575,0.01,0.009952,5.0,4.7435653002859866,30,30.09004930073448,50,49.83182962055296,5,5.168170379447041,0.2,0.1724603886318102
2,False,0.6,0.5987326763072685,0.01,0.009882,5.0,5.021341463414634,30,29.819718309859155,50,49.7988006439607,5,5.201199356039297,0.2,0.1726790920450901
3,False,0.6,0.5954317100673745,0.01,0.010308,5.0,5.24847250509165,30,29.577092953222245,50,49.78468774149991,5,5.215312258500092,0.2,0.1766218881312618
4,False,0.6,0.5999834315652928,0.01,0.010166,5.0,5.037661050545094,30,29.858421317244847,50,49.81346479863504,5,5.186535201364961,0.2,0.1745467172701217
0,False,0.6,0.5998730718235618,0.01,0.010464,5.0,5.216350947158524,30,29.867968199657845,50,49.79113457187931,10,10.208865428120689,0.2,0.1585162047554484
1,False,0.6,0.5965378821838037,0.01,0.009508,5.0,4.931535269709544,30,30.158534095549204,50,49.73286049599082,10,10.26713950400918,0.2,0.1518951159921587
2,False,0.6,0.5972351869138107,0.01,0.010132,5.0,5.096579476861167,30,30.282962811187375,50,49.76960776575534,10,10.23039223424466,0.2,0.1558476930485497
3,False,0.6,0.5973866595500348,0.01,0.010768,5.0,5.247563352826511,30,29.870299231702383,50,49.78300850041765,10,10.216991499582347,0.2,0.160383692445532
4,False,0.6,0.6030532500383878,0.01,0.010104,5.0,4.962671905697446,30,30.20441206233556,50,49.82938473555808,10,10.17061526444192,0.2,0.1552793858404122
0,False,0.6,0.6000169677773828,0.01,0.009888,5.0,5.144640998959417,30,29.811521477318347,100,102.22335868592484,1,3.223350337326792,0.2,-0.0628642899406919
1,False,0.6,0.6041405891381322,0.01,0.010962,5.0,5.305905130687319,30,29.834132214899142,100,102.2408943589966,1,3.240891788705767,0.2,-0.0672731251109686
2,False,0.6,0.606833235973634,0.01,0.010542,5.0,5.213649851632048,30,30.753738987912318,100,102.22595374358836,1,3.2259381269774536,0.2,-0.065219873207879
3,False,0.6,0.5992452190136963,0.01,0.009514,5.0,4.873975409836065,30,29.9890864995958,100,102.22757052663437,1,3.227569868741469,0.2,-0.0617925120037912
4,False,0.6,0.5958634506520286,0.01,0.009706,5.0,4.992798353909465,30,29.820092985647868,100,102.2212680211159,1,3.2212627335453305,0.2,-0.0620539051835179
0,False,0.6,0.5983311131370262,0.01,0.010598,5.0,5.246534653465346,30,29.673684210526314,100,100.72476012018046,3,3.7247441944985695,0.2,0.1236145552331561
1,False,0.6,0.600032323885331,0.01,0.01002,5.0,4.931102362204724,30,30.08000810208629,100,100.7333703808803,3,3.73336390010148,0.2,0.1197587145386412
2,False,0.6,0.5983272302754759,0.01,0.009786,5.0,5.054752066115703,30,30.10528455284553,100,100.72797060555588,3,3.727961841259642,0.2,0.1184936871496257
3,False,0.6,0.6040360964863527,0.01,0.01043,5.0,5.0,30,30.03396643553412,100,100.7472067672422,3,3.7471866257857727,0.2,0.1216764491556707
4,False,0.6,0.602002735779101,0.01,0.010154,5.0,5.092276830491475,30,30.27588659689056,100,100.73842593529643,3,3.738401943846327,0.2,0.120670571374921
0,False,0.6,0.6047536828925979,0.01,0.00961,5.0,5.036687631027253,30,30.3046954057883,100,99.93621493192086,5,5.063785068079142,0.2,0.1809291051406354
1,False,0.6,0.6031095786090725,0.01,0.009898,5.0,4.763233878729547,30,30.253318471982976,100,99.92524607311448,5,5.074753926885535,0.2,0.1840366493296245
2,False,0.6,0.5955111796235274,0.01,0.010074,5.0,5.203512396694215,30,29.881995133819952,100,99.89322000144834,5,5.106779998551659,0.2,0.1863531002539568
3,False,0.6,0.6034907833868757,0.01,0.009506,5.0,4.854954034729316,30,30.63519885198852,100,99.91351344713637,5,5.086486552863633,0.2,0.1810093460240967
