no,seq,time_epoch,retransmission,out_of_order
10395,9019667,1716238935.997727000,,
10396,9022309,1716238935.997728000,,
10398,9024951,1716238935.997849000,,
10399,9026272,1716238935.997911000,,
10401,9027593,1716238935.998098000,,
10402,9028914,1716238935.998142000,,
10404,9030235,1716238935.998316000,,
10405,9031556,1716238935.998396000,,
10407,9032877,1716238935.998465000,,
10408,9034198,1716238935.999599000,,
10410,9035519,1716238935.999672000,,
10411,9036840,1716238936.000582000,,
10413,9038161,1716238936.002633000,,
10414,9040803,1716238936.002699000,,
10416,9042124,1716238936.003608000,,
10417,9043445,1716238936.003713000,,
10419,9044766,1716238936.003783000,,
10420,9046087,1716238936.005436000,,
10421,9047408,1716238936.005436000,,
10423,9048729,1716238936.005747000,,
10425,9050050,1716238936.007786000,,
10427,9052692,1716238936.008635000,,
10429,9055334,1716238936.008747000,,
10430,9056655,1716238936.008853000,,
10432,9057976,1716238936.008930000,,
10433,9059297,1716238936.009120000,,
10435,9060618,1716238936.009966000,,
10436,9061939,1716238936.010060000,,
10438,9063260,1716238936.010207000,,
10439,9064581,1716238936.010311000,,
10441,9065902,1716238936.010409000,,
10442,9067223,1716238936.010504000,,
10444,9068544,1716238936.011456000,,
10445,9069865,1716238936.011625000,,
10447,9071186,1716238936.012662000,,
10448,9072507,1716238936.012760000,,
10450,9073828,1716238936.012888000,,
10451,9075149,1716238936.014025000,,
10453,9076470,1716238936.014169000,,
10454,9077791,1716238936.015251000,,
10456,9079112,1716238936.015332000,,
10457,9080433,1716238936.017067000,,
10459,9083075,1716238936.017896000,,
10460,9084396,1716238936.019047000,,
10462,9085717,1716238936.019161000,,
10463,9087038,1716238936.019309000,,
10465,9088359,1716238936.019441000,,
10466,9089680,1716238936.019623000,,
10468,9091001,1716238936.019737000,,
10469,9092322,1716238936.019823000,,
10471,9093643,1716238936.019951000,,
10472,9094964,1716238936.020068000,,
10474,9096285,1716238936.020188000,,
10475,9097606,1716238936.020267000,,
10477,9098927,1716238936.020389000,,
10478,9100248,1716238936.021161000,,
10480,9101569,1716238936.021324000,,
10481,9102890,1716238936.021938000,,
10483,9104211,1716238936.022082000,,
10484,9105532,1716238936.023211000,,
10486,9106853,1716238936.023380000,,
10487,9108174,1716238936.024156000,,
10489,9109495,1716238936.024232000,,
10490,9110816,1716238936.026952000,,
10492,9113458,1716238936.027095000,,
10493,9114779,1716238936.027632000,,
10495,9116100,1716238936.027786000,,
10496,9117421,1716238936.029226000,,
10497,9120063,1716238936.029227000,,
10499,9121384,1716238936.029344000,,
10500,9122705,1716238936.030253000,,
10502,9124026,1716238936.030340000,,
10503,9125347,1716238936.030478000,,
10505,9126668,1716238936.030569000,,
10506,9127989,1716238936.030705000,,
10508,9129310,1716238936.030855000,,
10509,9130631,1716238936.030931000,,
10511,9131952,1716238936.031057000,,
10512,9133273,1716238936.031105000,,
10514,9134594,1716238936.031339000,,
10515,9135915,1716238936.032361000,,
10517,9137236,1716238936.032502000,,
10518,9138557,1716238936.033575000,,
10520,9139878,1716238936.033806000,,
10521,9141199,1716238936.035874000,,
10523,9143841,1716238936.037158000,,
10524,9145162,1716238936.037158000,,
10526,9146483,1716238936.037301000,,
10527,9147804,1716238936.037892000,,
10529,9149125,1716238936.039099000,,
10530,9150446,1716238936.039227000,,
10532,9151767,1716238936.039269000,,
10533,9153088,1716238936.039396000,,
10535,9154409,1716238936.039531000,,
10536,9155730,1716238936.040155000,,
10538,9157051,1716238936.040308000,,
10539,9158372,1716238936.040443000,,
10541,9159693,1716238936.040552000,,
10542,9161014,1716238936.041364000,,
10544,9162335,1716238936.041520000,,
10545,9163656,1716238936.041655000,,
10547,9164977,1716238936.041705000,,
10548,9166298,1716238936.041837000,,
10550,9167619,1716238936.041908000,,
10551,9168940,1716238936.042057000,,
10553,9170261,1716238936.042153000,,
10554,9171582,1716238936.042276000,,
10556,9172903,1716238936.045448000,,
10557,9174224,1716238936.045976000,,
10559,9175545,1716238936.050264000,,
10560,9176866,1716238936.051293000,,
10562,9178187,1716238936.051464000,,
10563,9179508,1716238936.053241000,,
10565,9182150,1716238936.053345000,,
10566,9183471,1716238936.053435000,,
10568,9184792,1716238936.053577000,,
10569,9186113,1716238936.053644000,,
10571,9187434,1716238936.053752000,,
10572,9188755,1716238936.053898000,,
10574,9190076,1716238936.054016000,,
10575,9191397,1716238936.054208000,,
10577,9192718,1716238936.054308000,,
10578,9194039,1716238936.054971000,,
10580,9195360,1716238936.055044000,,
10581,9196681,1716238936.055174000,,
10583,9198002,1716238936.055240000,,
10584,9199323,1716238936.055348000,,
10586,9200644,1716238936.055571000,,
10588,9203286,1716238936.055744000,,
10589,9204607,1716238936.055807000,,
10591,9205928,1716238936.056053000,,
10593,9208570,1716238936.060880000,,
10594,9209891,1716238936.061792000,,
10596,9211212,1716238936.067390000,,
10597,9212533,1716238936.068540000,,
10599,9213854,1716238936.068742000,,
10600,9215175,1716238936.068775000,,
10602,9216496,1716238936.068917000,,
10603,9217817,1716238936.069147000,,
10605,9220459,1716238936.069200000,,
10606,9221780,1716238936.069360000,,
10608,9223101,1716238936.069378000,,
10609,9224422,1716238936.069499000,,
10611,9225743,1716238936.069732000,,
10612,9227064,1716238936.069849000,,
10614,9228385,1716238936.069995000,,
10616,9229706,1716238936.070047000,,
10618,9231027,1716238936.070185000,,
10619,9232348,1716238936.070243000,,
10621,9233669,1716238936.070459000,,
10622,9234990,1716238936.070541000,,
10624,9236311,1716238936.070818000,,
10625,9237632,1716238936.071830000,,
10627,9238953,1716238936.071963000,,
10628,9240274,1716238936.072200000,,
10630,9242916,1716238936.072382000,,
10631,9244237,1716238936.072523000,,
10633,9245558,1716238936.077835000,,
10634,9246879,1716238936.078593000,,
10636,9248200,1716238936.078713000,,
10637,9249521,1716238936.078844000,,
10639,9250842,1716238936.078942000,,
10640,9252163,1716238936.079877000,,
10642,9253484,1716238936.081406000,,
10644,9256126,1716238936.081546000,,
10645,9257447,1716238936.081657000,,
10647,9258768,1716238936.081824000,,
10648,9260089,1716238936.081881000,,
10650,9261410,1716238936.082031000,,
10652,9262731,1716238936.082773000,,
10654,9264052,1716238936.083017000,,
10655,9265373,1716238936.083108000,,
10657,9266694,1716238936.083249000,,
10658,9268015,1716238936.083249000,,
10660,9269336,1716238936.083387000,,
10661,9270657,1716238936.083599000,,
10663,9271978,1716238936.083682000,,
10664,9273299,1716238936.083781000,,
10666,9274620,1716238936.083919000,,
10667,9275941,1716238936.084003000,,
10669,9278583,1716238936.084094000,,
10671,9279904,1716238936.087887000,,
10673,9282546,1716238936.088737000,,
10675,9283867,1716238936.088765000,,
10677,9285188,1716238936.090152000,,
10679,9287830,1716238936.090966000,,
10681,9289151,1716238936.091075000,,
10683,9290472,1716238936.091200000,,
10685,9291793,1716238936.091368000,,
10687,9293114,1716238936.091601000,,
10689,9295756,1716238936.092106000,,
10691,9297077,1716238936.092237000,,
10693,9298398,1716238936.092269000,,
10695,9299719,1716238936.092462000,,
10697,9301040,1716238936.092509000,,
10699,9302361,1716238936.093522000,,
10701,9303682,1716238936.093585000,,
10703,9305003,1716238936.093675000,,
10705,9306324,1716238936.093737000,,
10707,9307645,1716238936.093839000,,
10709,9308966,1716238936.094124000,,
10711,9311608,1716238936.094244000,,
10713,9312929,1716238936.094668000,,
10715,9314250,1716238936.097425000,,
10717,9277262,1716238936.097654000,1,
10719,9315571,1716238936.101629000,,
10721,9316892,1716238936.102321000,,
10722,9318213,1716238936.102498000,,
10724,9319534,1716238936.102641000,,
10725,9320855,1716238936.102713000,,
10727,9322176,1716238936.105248000,,
10728,9323497,1716238936.105248000,,
10729,9326139,1716238936.105302000,,
10731,9327460,1716238936.105658000,,
10733,9330102,1716238936.105742000,,
10734,9331423,1716238936.105841000,,
10736,9332744,1716238936.107307000,,
10737,9334065,1716238936.107307000,,
10739,9335386,1716238936.111782000,,
10741,9338028,1716238936.113471000,,
10742,9340670,1716238936.113498000,,
10744,9341991,1716238936.113669000,,
10746,9343312,1716238936.113686000,,
10747,9344633,1716238936.113839000,,
10749,9345954,1716238936.113890000,,
10750,9347275,1716238936.114045000,,
10752,9348596,1716238936.114599000,,
10753,9349917,1716238936.114719000,,
10755,9352559,1716238936.115150000,,
10756,9353880,1716238936.115285000,,
10758,9355201,1716238936.115418000,,
10759,9356522,1716238936.115505000,,
10761,9357843,1716238936.115731000,,
10762,9359164,1716238936.116398000,,
10764,9360485,1716238936.116450000,,
10765,9361806,1716238936.121596000,,
10767,9364448,1716238936.123429000,,
10768,9367090,1716238936.123429000,,
10770,9368411,1716238936.123464000,,
10771,9369732,1716238936.123601000,,
10773,9371053,1716238936.123753000,,
10774,9372374,1716238936.124173000,,
10776,9373695,1716238936.124291000,,
10777,9375016,1716238936.124512000,,
10779,9376337,1716238936.124639000,,
10780,9377658,1716238936.124715000,,
10782,9378979,1716238936.124823000,,
10783,9380300,1716238936.124950000,,
10785,9381621,1716238936.125518000,,
10786,9382942,1716238936.125568000,,
10788,9384263,1716238936.125799000,,
10789,9385584,1716238936.125857000,,
10791,9386905,1716238936.125981000,,
10792,9388226,1716238936.135602000,,
10793,9390868,1716238936.135653000,,
10795,9392189,1716238936.136881000,,
10796,9394831,1716238936.136989000,,
10798,9396152,1716238936.137163000,,
10800,9397473,1716238936.137210000,,
10801,9398794,1716238936.137331000,,
10803,9400115,1716238936.137422000,,
10804,9401436,1716238936.137558000,,
10806,9402757,1716238936.137632000,,
10807,9404078,1716238936.137790000,,
10809,9405399,1716238936.137966000,,
10810,9408041,1716238936.138048000,,
10812,9414646,1716238936.144893000,,
10814,9418609,1716238936.146650000,,
10815,9419930,1716238936.146650000,,
10818,9421251,1716238936.146741000,,
10820,9422572,1716238936.146789000,,
10822,9423893,1716238936.146979000,,
10824,9425214,1716238936.147084000,,
10826,9426535,1716238936.147291000,,
10828,9427856,1716238936.147368000,,
10830,9429177,1716238936.147375000,,
10832,9430498,1716238936.147534000,,
10834,9431819,1716238936.147676000,,
10836,9433140,1716238936.147799000,,
10838,9434461,1716238936.147860000,,
10840,9435782,1716238936.156063000,,
10842,9437103,1716238936.157808000,,
10843,9406720,1716238936.157809000,1,
10846,9438424,1716238936.158993000,,
10848,9439745,1716238936.159078000,,
10850,9441066,1716238936.159325000,,
10852,9443708,1716238936.159411000,,
10854,9445029,1716238936.165151000,,
10856,9446350,1716238936.166647000,,
10858,9409362,1716238936.166756000,1,
10860,9447671,1716238936.167865000,,
10862,9448992,1716238936.169260000,,
10864,9451634,1716238936.169278000,,
10866,9452955,1716238936.169416000,,
10868,9454276,1716238936.174527000,,
10870,9455597,1716238936.177094000,,
10872,9410683,1716238936.177149000,1,
10874,9456918,1716238936.177229000,,
10876,9458239,1716238936.177277000,,
10878,9459560,1716238936.179097000,,
10880,9462202,1716238936.179200000,,
10882,9463523,1716238936.183838000,,
10884,9464844,1716238936.188182000,,
10885,9412004,1716238936.188182000,1,
10886,9466165,1716238936.188182000,,
10890,9467486,1716238936.188541000,,
10892,9468807,1716238936.188696000,,
10894,9470128,1716238936.188820000,,
10896,9471449,1716238936.188898000,,
10898,9472770,1716238936.192906000,,
10900,9474091,1716238936.198922000,,
10902,9413325,1716238936.198940000,1,
10904,9475412,1716238936.200273000,,
10906,9478054,1716238936.200427000,,
10907,9479375,1716238936.200501000,,
10909,9480696,1716238936.200667000,,
10910,9482017,1716238936.200880000,,
10912,9483338,1716238936.201973000,,
10913,9484659,1716238936.208168000,,
10915,9485980,1716238936.208739000,,
10916,9487301,1716238936.210380000,,
10918,9488622,1716238936.210408000,,
10919,9489943,1716238936.211536000,,
10921,9491264,1716238936.211598000,,
10922,9492585,1716238936.211706000,,
10924,9493906,1716238936.211811000,,
10925,9495227,1716238936.211896000,,
10927,9496548,1716238936.212162000,,
10928,9497869,1716238936.212162000,,
10930,9499190,1716238936.212318000,,
10931,9500511,1716238936.212460000,,
10933,9501832,1716238936.212578000,,
10934,9503153,1716238936.218537000,,
10936,9505795,1716238936.219650000,,
10937,9507116,1716238936.219735000,,
10939,9508437,1716238936.222393000,,
10940,9509758,1716238936.222438000,,
10942,9511079,1716238936.222561000,,
10943,9512400,1716238936.222676000,,
10945,9513721,1716238936.222783000,,
10946,9515042,1716238936.222913000,,
10948,9517684,1716238936.223113000,,
10949,9519005,1716238936.223202000,,
10951,9520326,1716238936.223364000,,
10952,9521647,1716238936.227605000,,
10954,9524289,1716238936.229005000,,
10955,9525610,1716238936.229104000,,
10957,9526931,1716238936.229227000,,
10958,9528252,1716238936.229320000,,
10960,9529573,1716238936.231331000,,
10961,9530894,1716238936.232877000,,
10962,9532215,1716238936.232877000,,
10964,9533536,1716238936.233066000,,
10966,9534857,1716238936.233096000,,
10967,9536178,1716238936.233244000,,
10969,9537499,1716238936.233291000,,
10970,9538820,1716238936.233426000,,
10972,9540141,1716238936.233574000,,
10973,9541462,1716238936.237883000,,
10975,9544104,1716238936.238870000,,
10976,9545425,1716238936.238870000,,
10977,9546746,1716238936.238886000,,
10979,9548067,1716238936.239049000,,
10980,9549388,1716238936.239120000,,
10982,9550709,1716238936.242378000,,
10983,9552030,1716238936.243198000,,
10985,9553351,1716238936.243356000,,
10987,9555993,1716238936.243436000,,
10988,9557314,1716238936.243514000,,
10990,9558635,1716238936.243653000,,
10991,9559956,1716238936.243818000,,
10993,9561277,1716238936.246950000,,
10995,9563919,1716238936.248284000,,
10996,9565240,1716238936.248315000,,
10998,9566561,1716238936.248424000,,
10999,9567882,1716238936.249675000,,
11001,9570524,1716238936.249780000,,
11002,9571845,1716238936.249825000,,
11004,9573166,1716238936.253010000,,
11005,9574487,1716238936.253396000,,
11007,9575808,1716238936.253539000,,
11008,9577129,1716238936.253675000,,
11010,9578450,1716238936.253786000,,
11011,9579771,1716238936.253834000,,
11013,9581092,1716238936.253972000,,
11014,9582413,1716238936.254058000,,
11016,9583734,1716238936.256269000,,
11018,9586376,1716238936.257311000,,
11019,9587697,1716238936.258612000,,
11021,9589018,1716238936.259896000,,
11023,9591660,1716238936.260106000,,
11025,9595623,1716238936.263808000,,
11027,9598265,1716238936.263964000,,
11028,9599586,1716238936.264000000,,
11030,9600907,1716238936.264134000,,
11031,9602228,1716238936.264257000,,
11033,9603549,1716238936.264359000,,
11034,9604870,1716238936.264495000,,
11036,9606191,1716238936.265646000,,
11037,9607512,1716238936.265775000,,
11039,9608833,1716238936.267789000,,
11041,9611475,1716238936.270192000,,
11043,9614117,1716238936.270283000,,
11044,9615438,1716238936.270353000,,
11046,9616759,1716238936.270457000,,
11047,9618080,1716238936.270546000,,
11049,9619401,1716238936.273351000,,
11050,9620722,1716238936.274345000,,
11052,9622043,1716238936.274406000,,
11053,9623364,1716238936.274544000,,
11055,9624685,1716238936.274801000,,
11057,9627327,1716238936.274863000,,
11058,9628648,1716238936.275055000,,
11060,9629969,1716238936.275662000,,
11061,9631290,1716238936.275741000,,
11063,9632611,1716238936.277067000,,
11064,9633932,1716238936.277907000,,
11066,9635253,1716238936.279279000,,
11067,9636574,1716238936.280667000,,
11069,9637895,1716238936.280723000,,
11070,9639216,1716238936.280883000,,
11072,9640537,1716238936.280995000,,
11073,9641858,1716238936.281029000,,
11075,9643179,1716238936.283206000,,
11076,9644500,1716238936.284963000,,
11078,9648463,1716238936.285135000,,
11079,9649784,1716238936.285274000,,
11081,9652426,1716238936.285411000,,
11082,9653747,1716238936.285627000,,
11084,9655068,1716238936.285757000,,
11085,9656389,1716238936.287154000,,
11087,9659031,1716238936.289966000,,
11088,9660352,1716238936.291109000,,
11090,9662994,1716238936.291289000,,
11091,9664315,1716238936.291384000,,
11093,9666957,1716238936.291522000,,
11094,9668278,1716238936.294102000,,
11096,9669599,1716238936.295054000,,
11097,9670920,1716238936.295111000,,
11099,9672241,1716238936.295262000,,
11100,9673562,1716238936.295329000,,
11102,9674883,1716238936.295466000,,
11103,9676204,1716238936.295601000,,
11105,9677525,1716238936.295718000,,
11106,9678846,1716238936.295855000,,
11108,9680167,1716238936.296284000,,
11109,9681488,1716238936.296402000,,
11111,9682809,1716238936.297074000,,
11112,9684130,1716238936.300712000,,
11114,9686772,1716238936.302145000,,
11115,9688093,1716238936.302190000,,
11117,9689414,1716238936.302287000,,
11118,9690735,1716238936.302370000,,
11120,9692056,1716238936.302479000,,
11121,9693377,1716238936.302993000,,
11123,9694698,1716238936.304216000,,
11124,9696019,1716238936.304275000,,
11126,9697340,1716238936.304401000,,
11127,9698661,1716238936.304526000,,
11129,9699982,1716238936.305540000,,
11130,9701303,1716238936.305672000,,
11132,9702624,1716238936.305878000,,
11133,9703945,1716238936.305965000,,
11135,9705266,1716238936.306093000,,
11136,9706587,1716238936.306214000,,
11138,9707908,1716238936.306292000,,
11139,9709229,1716238936.310863000,,
11141,9710550,1716238936.312411000,,
11143,9713192,1716238936.312562000,,
11144,9714513,1716238936.312669000,,
11146,9715834,1716238936.312804000,,
11147,9717155,1716238936.312908000,,
11149,9718476,1716238936.313076000,,
11150,9719797,1716238936.313166000,,
11152,9721118,1716238936.313276000,,
11153,9722439,1716238936.314225000,,
11155,9723760,1716238936.314437000,,
11156,9725081,1716238936.314518000,,
11158,9726402,1716238936.314654000,,
11159,9727723,1716238936.316442000,,
11161,9731686,1716238936.316570000,,
11162,9733007,1716238936.316684000,,
11164,9734328,1716238936.316795000,,
11165,9735649,1716238936.319947000,,
11167,9738291,1716238936.322241000,,
11169,9740933,1716238936.322330000,,
11170,9742254,1716238936.322469000,,
11172,9743575,1716238936.322564000,,
11173,9744896,1716238936.323253000,,
11175,9746217,1716238936.323358000,,
11176,9747538,1716238936.323557000,,
11178,9748859,1716238936.323669000,,
11179,9750180,1716238936.323736000,,
11181,9751501,1716238936.323921000,,
11182,9752822,1716238936.324211000,,
11184,9754143,1716238936.324327000,,
11185,9755464,1716238936.325434000,,
11187,9756785,1716238936.325537000,,
11188,9758106,1716238936.325645000,,
11190,9759427,1716238936.326701000,,
11191,9760748,1716238936.326701000,,
11193,9762069,1716238936.326852000,,
11194,9763390,1716238936.328721000,,
11196,9764711,1716238936.328753000,,
11197,9766032,1716238936.330028000,,
11199,9767353,1716238936.331779000,,
11200,9768674,1716238936.333528000,,
11202,9771316,1716238936.333669000,,
11203,9772637,1716238936.333727000,,
11205,9773958,1716238936.333853000,,
11206,9775279,1716238936.333985000,,
11208,9776600,1716238936.334112000,,
11209,9777921,1716238936.334199000,,
11211,9779242,1716238936.334389000,,
11212,9780563,1716238936.334438000,,
11214,9781884,1716238936.334561000,,
11215,9783205,1716238936.334736000,,
11217,9784526,1716238936.335296000,,
11218,9785847,1716238936.336747000,,
11219,9787168,1716238936.336748000,,
11221,9788489,1716238936.336831000,,
11223,9789810,1716238936.336935000,,
11224,9791131,1716238936.337066000,,
11226,9792452,1716238936.337461000,,
11227,9793773,1716238936.337596000,,
11229,9795094,1716238936.338865000,,
11230,9796415,1716238936.339037000,,
11232,9797736,1716238936.342459000,,
11233,9799057,1716238936.343726000,,
11235,9801699,1716238936.343855000,,
11236,9803020,1716238936.343903000,,
11238,9804341,1716238936.344016000,,
11239,9805662,1716238936.344211000,,
11241,9806983,1716238936.344298000,,
11242,9808304,1716238936.344388000,,
11244,9809625,1716238936.344509000,,
11245,9810946,1716238936.344610000,,
11247,9812267,1716238936.344687000,,
11248,9813588,1716238936.344990000,,
11250,9814909,1716238936.345104000,,
11251,9816230,1716238936.345565000,,
11253,9817551,1716238936.346922000,,
11254,9818872,1716238936.347039000,,
11256,9820193,1716238936.347123000,,
11257,9821514,1716238936.347245000,,
11259,9822835,1716238936.347506000,,
11260,9824156,1716238936.347506000,,
11262,9825477,1716238936.347633000,,
11263,9826798,1716238936.347838000,,
11265,9828119,1716238936.349609000,,
11266,9829440,1716238936.352707000,,
11268,9832082,1716238936.354467000,,
11270,9834724,1716238936.354585000,,
11271,9836045,1716238936.354695000,,
11273,9837366,1716238936.354795000,,
11274,9838687,1716238936.354873000,,
11276,9840008,1716238936.355042000,,
11277,9841329,1716238936.355185000,,
11279,9842650,1716238936.355306000,,
11280,9843971,1716238936.355437000,,
11282,9845292,1716238936.355561000,,
11283,9846613,1716238936.355826000,,
11285,9847934,1716238936.355847000,,
11286,9849255,1716238936.355913000,,
11288,9850576,1716238936.356018000,,
11289,9851897,1716238936.356208000,,
11291,9853218,1716238936.357449000,,
11292,9854539,1716238936.357487000,,
11294,9855860,1716238936.357586000,,
11295,9857181,1716238936.357748000,,
11297,9858502,1716238936.357861000,,
11298,9859823,1716238936.357992000,,
11300,9861144,1716238936.364446000,,
11302,9863786,1716238936.364492000,,
11303,9865107,1716238936.364655000,,
11305,9866428,1716238936.364744000,,
11306,9867749,1716238936.364844000,,
11308,9869070,1716238936.364976000,,
11309,9870391,1716238936.365760000,,
11311,9871712,1716238936.365897000,,
11312,9873033,1716238936.365994000,,
11314,9874354,1716238936.366094000,,
11315,9875675,1716238936.366185000,,
11317,9876996,1716238936.366225000,,
11318,9878317,1716238936.366447000,,
11320,9879638,1716238936.366545000,,
11321,9880959,1716238936.366672000,,
11323,9882280,1716238936.366807000,,
11324,9883601,1716238936.366966000,,
11326,9884922,1716238936.367085000,,
11327,9886243,1716238936.367153000,,
11329,9887564,1716238936.367284000,,
11330,9888885,1716238936.367441000,,
11332,9890206,1716238936.368311000,,
11333,9891527,1716238936.368427000,,
11335,9892848,1716238936.368555000,,
11336,9894169,1716238936.368667000,,
11338,9895490,1716238936.374350000,,
11339,9896811,1716238936.374372000,,
11341,9898132,1716238936.374390000,,
11342,9899453,1716238936.374577000,,
11344,9900774,1716238936.374662000,,
11345,9902095,1716238936.374884000,,
11347,9903416,1716238936.375214000,,
11348,9904737,1716238936.375315000,,
11350,9906058,1716238936.375421000,,
11351,9907379,1716238936.376327000,,
11353,9908700,1716238936.376511000,,
11354,9910021,1716238936.376598000,,
11356,9911342,1716238936.376823000,,
11358,9913984,1716238936.377016000,,
11359,9915305,1716238936.377130000,,
11361,9916626,1716238936.377196000,,
11362,9917947,1716238936.377320000,,
11364,9919268,1716238936.377983000,,
11366,9921910,1716238936.378038000,,
11367,9923231,1716238936.378265000,,
11369,9924552,1716238936.378330000,,
11370,9925873,1716238936.378571000,,
11372,9928515,1716238936.379093000,,
11373,9929836,1716238936.379170000,,
11375,9931157,1716238936.383309000,,
11376,9932478,1716238936.383349000,,
11378,9933799,1716238936.384400000,,
11379,9935120,1716238936.384697000,,
11380,9936441,1716238936.384698000,,
11382,9937762,1716238936.384816000,,
11384,9939083,1716238936.384912000,,
11385,9940404,1716238936.385027000,,
11387,9941725,1716238936.385238000,,
11388,9943046,1716238936.385330000,,
11390,9944367,1716238936.385504000,,
11391,9945688,1716238936.385589000,,
11393,9947009,1716238936.387090000,,
11394,9948330,1716238936.387171000,,
11396,9949651,1716238936.387342000,,
11397,9950972,1716238936.387419000,,
11399,9952293,1716238936.387573000,,
11400,9953614,1716238936.387679000,,
11402,9954935,1716238936.387745000,,
11403,9956256,1716238936.387931000,,
11405,9957577,1716238936.388034000,,
11406,9958898,1716238936.388194000,,
11408,9960219,1716238936.388280000,,
11409,9961540,1716238936.389405000,,
11411,9962861,1716238936.389554000,,
11412,9964182,1716238936.389632000,,
11414,9965503,1716238936.389791000,,
11416,9968145,1716238936.392214000,,
11417,9969466,1716238936.392285000,,
11419,9970787,1716238936.394987000,,
11420,9972108,1716238936.395083000,,
11422,9973429,1716238936.395208000,,
11423,9974750,1716238936.395299000,,
11425,9976071,1716238936.395425000,,
11426,9977392,1716238936.395505000,,
11428,9978713,1716238936.395716000,,
11429,9980034,1716238936.395851000,,
11431,9981355,1716238936.396043000,,
11433,9983997,1716238936.396906000,,
11434,9985318,1716238936.397064000,,
11436,9986639,1716238936.397188000,,
11437,9987960,1716238936.397286000,,
11439,9989281,1716238936.397369000,,
11440,9990602,1716238936.397419000,,
11442,9991923,1716238936.397818000,,
11443,9993244,1716238936.397916000,,
11445,9994565,1716238936.398078000,,
11446,9995886,1716238936.398200000,,
11448,9997207,1716238936.398335000,,
11449,9998528,1716238936.399352000,,
11451,9999849,1716238936.399605000,,
11452,10001170,1716238936.399605000,,
11454,10002491,1716238936.399729000,,
11455,10003812,1716238936.400051000,,
11457,10005133,1716238936.400130000,,
11458,10006454,1716238936.401312000,,
11460,10007775,1716238936.403004000,,
11461,10009096,1716238936.404819000,,
11463,10010417,1716238936.404908000,,
11464,10011738,1716238936.406109000,,
11466,10013059,1716238936.406197000,,
11467,10014380,1716238936.406306000,,
11469,10015701,1716238936.406387000,,
11470,10017022,1716238936.406539000,,
11472,10018343,1716238936.406692000,,
11473,10019664,1716238936.406788000,,
11475,10020985,1716238936.406885000,,
11476,10022306,1716238936.407251000,,
11478,10023627,1716238936.407320000,,
11479,10024948,1716238936.407520000,,
11481,10026269,1716238936.407658000,,
11482,10027590,1716238936.407743000,,
11484,10028911,1716238936.407911000,,
11485,10030232,1716238936.407973000,,
11487,10031553,1716238936.408096000,,
11488,10032874,1716238936.408197000,,
11490,10034195,1716238936.408306000,,
11491,10035516,1716238936.408473000,,
11493,10036837,1716238936.408589000,,
11494,10038158,1716238936.408680000,,
11496,10039479,1716238936.409397000,,
11497,10040800,1716238936.409524000,,
11499,10042121,1716238936.409634000,,
11500,10043442,1716238936.409702000,,
11502,10044763,1716238936.410409000,,
11503,10046084,1716238936.410553000,,
11505,10047405,1716238936.413908000,,
11506,10048726,1716238936.414974000,,
11508,10050047,1716238936.416075000,,
11509,10051368,1716238936.416175000,,
11511,10052689,1716238936.416288000,,
11512,10054010,1716238936.416391000,,
11514,10055331,1716238936.416546000,,
11515,10056652,1716238936.416637000,,
11517,10057973,1716238936.416749000,,
11518,10059294,1716238936.416820000,,
11520,10060615,1716238936.417266000,,
11521,10061936,1716238936.417366000,,
11523,10063257,1716238936.417535000,,
11524,10064578,1716238936.417642000,,
11526,10065899,1716238936.417766000,,
11527,10067220,1716238936.417870000,,
11529,10068541,1716238936.418035000,,
11530,10069862,1716238936.418114000,,
11532,10071183,1716238936.418617000,,
11533,10072504,1716238936.418711000,,
11535,10073825,1716238936.418932000,,
11536,10075146,1716238936.419045000,,
11538,10076467,1716238936.419136000,,
11539,10077788,1716238936.419265000,,
11541,10079109,1716238936.419460000,,
11542,10080430,1716238936.419618000,,
11544,10081751,1716238936.419882000,,
11545,10083072,1716238936.419965000,,
11547,10085714,1716238936.420878000,,
11548,10087035,1716238936.420979000,,
11550,10088356,1716238936.424021000,,
11551,10089677,1716238936.424136000,,
11553,10090998,1716238936.425510000,,
11554,10092319,1716238936.426080000,,
11556,10093640,1716238936.426123000,,
11557,10094961,1716238936.426183000,,
11559,10096282,1716238936.426308000,,
11560,10097603,1716238936.426422000,,
11562,10098924,1716238936.426520000,,
11563,10100245,1716238936.426691000,,
11565,10101566,1716238936.427291000,,
11566,10102887,1716238936.427351000,,
11568,10104208,1716238936.427455000,,
11569,10105529,1716238936.427561000,,
11571,10106850,1716238936.427678000,,
11572,10108171,1716238936.427816000,,
11574,10109492,1716238936.427939000,,
11575,10110813,1716238936.428524000,,
11577,10112134,1716238936.428648000,,
11578,10113455,1716238936.429674000,,
11580,10114776,1716238936.429800000,,
11581,10116097,1716238936.430052000,,
11583,10117418,1716238936.430085000,,
11584,10118739,1716238936.430185000,,
11586,10120060,1716238936.430323000,,
11587,10121381,1716238936.430410000,,
11589,10122702,1716238936.430484000,,
11590,10124023,1716238936.430658000,,
11592,10125344,1716238936.430764000,,
11593,10126665,1716238936.431019000,,
11594,10127986,1716238936.431019000,,
11596,10129307,1716238936.431216000,,
11598,10130628,1716238936.433172000,,
11599,10131949,1716238936.433351000,,
11601,10133270,1716238936.435468000,,
11602,10134591,1716238936.435559000,,
11604,10135912,1716238936.436375000,,
11606,10138554,1716238936.436608000,,
11607,10139875,1716238936.436711000,,
